,Title,Link,Author,Rating,Score
441,A Fine Balance,https://goodreads.com/book/show/5211.A_Fine_Balance,Rohinton Mistry,4.37,"27,491"
442,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",https://goodreads.com/book/show/8490112-daughter-of-smoke-bone,Laini Taylor,3.99,"27,424"
443,The Prince,https://goodreads.com/book/show/28862.The_Prince,Niccolò Machiavelli,3.84,"27,366"
444,Coraline,https://goodreads.com/book/show/17061.Coraline,Neil Gaiman,4.11,"27,176"
445,Death of a Salesman,https://goodreads.com/book/show/12898.Death_of_a_Salesman,Arthur  Miller,3.57,"27,132"
446,Infinite Jest,https://goodreads.com/book/show/6759.Infinite_Jest,David Foster Wallace,4.26,"27,114"
447,"Crown of Midnight (Throne of Glass, #2)",https://goodreads.com/book/show/17167166-crown-of-midnight,Sarah J. Maas,4.35,"27,008"
448,"Red Queen (Red Queen, #1)",https://goodreads.com/book/show/22328546-red-queen,Victoria Aveyard,4.01,"27,001"
449,"The One (The Selection, #3)",https://goodreads.com/book/show/18635016-the-one,Kiera Cass,4.16,"26,941"
450,"Blood Meridian, or, the Evening Redness in the West",https://goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,Cormac McCarthy,4.16,"26,854"
451,"Unbroken: A World War II Story of Survival, Resilience and Redemption",https://goodreads.com/book/show/8664353-unbroken,Laura Hillenbrand,4.38,"26,793"
452,A Little Life,https://goodreads.com/book/show/22822858-a-little-life,Hanya Yanagihara,4.34,"26,699"
453,All the Bright Places,https://goodreads.com/book/show/18460392-all-the-bright-places,Jennifer Niven,4.13,"26,633"
454,"Evermore (The Immortals, #1)",https://goodreads.com/book/show/3975774-evermore,Alyson Noel,3.59,"26,538"
455,"A Feast for Crows (A Song of Ice and Fire, #4)",https://goodreads.com/book/show/13497.A_Feast_for_Crows,George R.R. Martin,4.16,"26,367"
456,The Virgin Suicides,https://goodreads.com/book/show/10956.The_Virgin_Suicides,Jeffrey Eugenides,3.81,"26,186"
457,"Pippi Longstocking (Pippi Långstrump, #1)",https://goodreads.com/book/show/19302.Pippi_Longstocking,Astrid Lindgren,4.15,"26,094"
458,Snow Flower and the Secret Fan,https://goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,Lisa See,4.09,"25,745"
459,The Scarlet Pimpernel,https://goodreads.com/book/show/136116.The_Scarlet_Pimpernel,Emmuska Orczy,4.07,"25,578"
460,Jonathan Strange & Mr Norrell,https://goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,Susanna Clarke,3.85,"25,555"
461,Carrie,https://goodreads.com/book/show/10592.Carrie,Stephen King,3.98,"25,495"
462,"The Angel Experiment (Maximum Ride, #1)",https://goodreads.com/book/show/13152.The_Angel_Experiment,James Patterson,4.07,"25,320"
463,"Anna and the French Kiss (Anna and the French Kiss, #1)",https://goodreads.com/book/show/6936382-anna-and-the-french-kiss,Stephanie Perkins,3.97,"25,300"
464,"The Host (The Host, #1)",https://goodreads.com/book/show/1656001.The_Host,Stephenie Meyer,3.86,"25,248"
465,"Matched (Matched, #1)",https://goodreads.com/book/show/7735333-matched,Ally Condie,3.63,"25,236"
466,"Artemis Fowl (Artemis Fowl, #1)",https://goodreads.com/book/show/249747.Artemis_Fowl,Eoin Colfer,3.86,"25,180"
467,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",https://goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,Maya Angelou,4.29,"25,067"
468,"Faust, First Part",https://goodreads.com/book/show/14706.Faust_First_Part,Johann Wolfgang von Goethe,3.86,"24,913"
469,High Fidelity,https://goodreads.com/book/show/285092.High_Fidelity,Nick Hornby,3.91,"24,869"
470,"The Chosen (Reuven Malther, #1)",https://goodreads.com/book/show/187181.The_Chosen,Chaim Potok,4.06,"24,713"
471,The Shipping News,https://goodreads.com/book/show/7354.The_Shipping_News,Annie Proulx,3.88,"24,692"
472,"The Tales of Beedle the Bard (Hogwarts Library, #3)",https://goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,J.K. Rowling,4.04,"24,668"
473,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",https://goodreads.com/book/show/397483.The_Devil_in_the_White_City,Erik Larson,4.00,"24,606"
474,Waiting for Godot,https://goodreads.com/book/show/17716.Waiting_for_Godot,Samuel Beckett,3.84,"24,376"
475,Pet Sematary,https://goodreads.com/book/show/33124137-pet-sematary,Stephen King,4.05,"24,365"
476,Houdini Heart,https://goodreads.com/book/show/11324204-houdini-heart,Ki Longfellow,3.83,"24,357"
477,Northanger Abbey,https://goodreads.com/book/show/50398.Northanger_Abbey,Jane Austen,3.85,"24,282"
478,Shantaram,https://goodreads.com/book/show/33600.Shantaram,Gregory David Roberts,4.27,"24,215"
479,Nineteen Minutes,https://goodreads.com/book/show/14866.Nineteen_Minutes,Jodi Picoult,4.16,"24,097"
480,We Were Liars,https://goodreads.com/book/show/16143347-we-were-liars,E. Lockhart,3.68,"23,844"
481,"I, Robot (Robot, #0.1)",https://goodreads.com/book/show/41804.I_Robot,Isaac Asimov,4.21,"23,499"
482,"Neuromancer (Sprawl, #1)",https://goodreads.com/book/show/6088007-neuromancer,William Gibson,3.90,"23,459"
483,To the Lighthouse,https://goodreads.com/book/show/59716.To_the_Lighthouse,Virginia Woolf,3.80,"23,403"
484,The Reader,https://goodreads.com/book/show/101299.The_Reader,Bernhard Schlink,3.78,"23,332"
485,Redeeming Love,https://goodreads.com/book/show/11422.Redeeming_Love,Francine Rivers,4.51,"23,298"
486,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",https://goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,C.S. Lewis,4.09,"23,187"
487,"The Lost Symbol (Robert Langdon, #3)",https://goodreads.com/book/show/6411961-the-lost-symbol,Dan Brown,3.74,"23,047"
488,Persuasion,https://goodreads.com/book/show/2156.Persuasion,Jane Austen,4.15,"22,987"
489,The Age of Innocence,https://goodreads.com/book/show/53835.The_Age_of_Innocence,Edith Wharton,3.96,"22,979"
490,Where the Crawdads Sing,https://goodreads.com/book/show/36809135-where-the-crawdads-sing,Delia Owens,4.39,"22,948"
491,Queen of Shadows (Throne of Glass #4),https://goodreads.com/book/show/18006496-queen-of-shadows,Sarah J. Maas,4.58,"22,755"
492,Dubliners,https://goodreads.com/book/show/11012.Dubliners,James Joyce,3.84,"22,427"
493,The Exorcist,https://goodreads.com/book/show/179780.The_Exorcist,William Peter Blatty,4.20,"22,403"
494,The Waste Land,https://goodreads.com/book/show/34080.The_Waste_Land,T.S. Eliot,4.11,"22,247"
495,"A Dance with Dragons (A Song of Ice and Fire, #5)",https://goodreads.com/book/show/10664113-a-dance-with-dragons,George R.R. Martin,4.33,"22,239"
496,The Pearl,https://goodreads.com/book/show/5308.The_Pearl,John Steinbeck,3.53,"21,931"
497,Divine Secrets of the Ya-Ya Sisterhood,https://goodreads.com/book/show/137791.Divine_Secrets_of_the_Ya_Ya_Sisterhood,Rebecca Wells,3.85,"21,886"
498,"Betrayed (House of Night, #2)",https://goodreads.com/book/show/676924.Betrayed,P.C. Cast,3.92,"21,851"
499,"Lover Awakened (Black Dagger Brotherhood, #3)",https://goodreads.com/book/show/42900.Lover_Awakened,J.R. Ward,4.43,"21,851"
500,"The Return of the King (The Lord of the Rings, #3)",https://goodreads.com/book/show/838729.The_Return_of_the_King,J.R.R. Tolkien,4.56,"21,850"
501,"The Hate U Give (The Hate U Give, #1)",https://goodreads.com/book/show/32075671-the-hate-u-give,Angie Thomas,4.48,"21,837"
502,The Republic,https://goodreads.com/book/show/30289.The_Republic,Plato,3.96,"21,603"
503,The Twilight Collection,https://goodreads.com/book/show/690926.The_Twilight_Collection,Stephenie Meyer,3.81,"21,499"
504,The Jungle,https://goodreads.com/book/show/41681.The_Jungle,Upton Sinclair,3.76,"21,481"
505,Circe,https://goodreads.com/book/show/35959740-circe,Madeline Miller,4.24,"21,373"
506,"City of Glass (The Mortal Instruments, #3)",https://goodreads.com/book/show/3777732-city-of-glass,Cassandra Clare,4.28,"21,272"
507,"Voyager (Outlander, #3)",https://goodreads.com/book/show/10987.Voyager,Diana Gabaldon,4.39,"21,172"
508,Me Talk Pretty One Day,https://goodreads.com/book/show/4137.Me_Talk_Pretty_One_Day,David Sedaris,4.00,"21,141"
509,"Red, White & Royal Blue",https://goodreads.com/book/show/41150487-red-white-royal-blue,Casey McQuiston,4.10,"21,108"
510,The Goldfinch,https://goodreads.com/book/show/17333223-the-goldfinch,Donna Tartt,3.94,"21,035"
511,"The Last Battle (Chronicles of Narnia, #7)",https://goodreads.com/book/show/84369.The_Last_Battle,C.S. Lewis,4.01,"21,023"
512,"Untamed (House of Night, #4)",https://goodreads.com/book/show/2866718-untamed,P.C. Cast,3.94,"21,016"
513,Everything is Illuminated,https://goodreads.com/book/show/256566.Everything_is_Illuminated,Jonathan Safran Foer,3.89,"20,920"
514,"I, Claudius (Claudius, #1)",https://goodreads.com/book/show/18765.I_Claudius,Robert Graves,4.24,"20,810"
515,A Christmas Carol,https://goodreads.com/book/show/5326.A_Christmas_Carol,Charles Dickens,4.07,"20,808"
516,Snow Falling on Cedars,https://goodreads.com/book/show/77142.Snow_Falling_on_Cedars,David Guterson,3.86,"20,770"
517,"The 5th Wave (The 5th Wave, #1)",https://goodreads.com/book/show/16101128-the-5th-wave,Rick Yancey,4.01,"20,716"
518,A Room with a View,https://goodreads.com/book/show/3087.A_Room_with_a_View,E.M. Forster,3.90,"20,497"
519,"Angels & Demons (Robert Langdon, #1)",https://goodreads.com/book/show/960.Angels_Demons,Dan Brown,3.94,"20,409"
520,Bleak House,https://goodreads.com/book/show/31242.Bleak_House,Charles Dickens,4.01,"20,180"
521,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",https://goodreads.com/book/show/40916679-a-good-girl-s-guide-to-murder,Holly  Jackson,4.34,"20,169"
522,"The Fellowship of the Ring (The Lord of the Rings, #1)",https://goodreads.com/book/show/34.The_Fellowship_of_the_Ring,J.R.R. Tolkien,4.39,"20,004"
523,"Chosen (House of Night, #3)",https://goodreads.com/book/show/1326258.Chosen,P.C. Cast,3.91,"19,773"
524,The Complete Poems of Emily Dickinson,https://goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson,Emily Dickinson,4.27,"19,713"
525,"The Elite (The Selection, #2)",https://goodreads.com/book/show/16248068-the-elite,Kiera Cass,3.95,"19,707"
526,"The Raven Boys (The Raven Cycle, #1)",https://goodreads.com/book/show/17675462-the-raven-boys,Maggie Stiefvater,4.05,"19,695"
527,انتحار فاشل,https://goodreads.com/book/show/30528535,أحمد جمال الدين رمضان,4.57,"19,650"
528,"Night  (The Night Trilogy, #1)",https://goodreads.com/book/show/1617.Night,Elie Wiesel,4.37,"19,618"
529,The Invisible Life of Addie LaRue,https://goodreads.com/book/show/50623864-the-invisible-life-of-addie-larue,V.E. Schwab,4.20,"19,581"
530,The Nightingale,https://goodreads.com/book/show/21853621-the-nightingale,Kristin Hannah,4.61,"19,528"
531,Emma,https://goodreads.com/book/show/6969.Emma,Jane Austen,4.04,"19,481"
532,The War of the Worlds,https://goodreads.com/book/show/8909.The_War_of_the_Worlds,H.G. Wells,3.83,"19,466"
533,Of Human Bondage,https://goodreads.com/book/show/31548.Of_Human_Bondage,W. Somerset Maugham,4.14,"19,415"
534,"A Discovery of Witches (All Souls, #1)",https://goodreads.com/book/show/8667848-a-discovery-of-witches,Deborah Harkness,4.02,"19,360"
535,The Elephant Tree,https://goodreads.com/book/show/9293020-the-elephant-tree,R.D. Ronald,3.69,"19,297"
536,North and South,https://goodreads.com/book/show/156538.North_and_South,Elizabeth Gaskell,4.15,"19,286"
537,العصبي,https://goodreads.com/book/show/30528544,أحمد جمال الدين رمضان,4.66,"19,259"
538,Brideshead Revisited,https://goodreads.com/book/show/30933.Brideshead_Revisited,Evelyn Waugh,4.01,"19,211"
539,"The Bad Beginning (A Series of Unfortunate Events, #1)",https://goodreads.com/book/show/78411.The_Bad_Beginning,Lemony Snicket,4.00,"19,207"
540,The God Delusion,https://goodreads.com/book/show/14743.The_God_Delusion,Richard Dawkins,3.90,"19,155"
541,Ugly Love,https://goodreads.com/book/show/17788401-ugly-love,Colleen Hoover,4.08,"19,041"
542,"The Two Towers (The Lord of the Rings, #2)",https://goodreads.com/book/show/222910.The_Two_Towers,J.R.R. Tolkien,4.48,"18,962"
543,World War Z: An Oral History of the Zombie War,https://goodreads.com/book/show/8908.World_War_Z,Max Brooks,4.02,"18,938"
544,"Bloodlines (Bloodlines, #1)",https://goodreads.com/book/show/8709527-bloodlines,Richelle Mead,4.20,"18,783"
545,The Woman in White,https://goodreads.com/book/show/5890.The_Woman_in_White,Wilkie Collins,4.00,"18,746"
546,"The Iron King (The Iron Fey, #1)",https://goodreads.com/book/show/6644117-the-iron-king,Julie Kagawa,3.88,"18,731"
547,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://goodreads.com/book/show/23766634-a-court-of-wings-and-ruin,Sarah J. Maas,4.46,"18,727"
548,Sense and Sensibility,https://goodreads.com/book/show/14935.Sense_and_Sensibility,Jane Austen,4.08,"18,699"
549,"The Witching Hour (Lives of the Mayfair Witches, #1)",https://goodreads.com/book/show/11901.The_Witching_Hour,Anne Rice,4.10,"18,667"
550,"Unwind (Unwind, #1)",https://goodreads.com/book/show/764347.Unwind,Neal Shusterman,4.17,"18,581"
551,"Wizard's First Rule (Sword of Truth, #1)",https://goodreads.com/book/show/43889.Wizard_s_First_Rule,Terry Goodkind,4.12,"18,441"
552,Snow Crash,https://goodreads.com/book/show/40651883-snow-crash,Neal Stephenson,4.02,"18,424"
553,2001: A Space Odyssey,https://goodreads.com/book/show/70535.2001,Arthur C. Clarke,4.17,"18,392"
554,Johnny Got His Gun,https://goodreads.com/book/show/51606.Johnny_Got_His_Gun,Dalton Trumbo,4.19,"18,315"
555,Vanity Fair,https://goodreads.com/book/show/5797.Vanity_Fair,William Makepeace Thackeray,3.80,"18,230"
556,"Torment (Fallen, #2)",https://goodreads.com/book/show/7740152-torment,Lauren Kate,3.85,"18,199"
557,"Cry, the Beloved Country",https://goodreads.com/book/show/6150.Cry_the_Beloved_Country,Alan Paton,3.91,"18,180"
558,"Bared to You (Crossfire, #1)",https://goodreads.com/book/show/20448515-bared-to-you,Sylvia Day,4.15,"18,162"
559,"Cannery Row (Cannery Row, #1)",https://goodreads.com/book/show/4799.Cannery_Row,John Steinbeck,4.05,"17,945"
560,Far From the Madding Crowd,https://goodreads.com/book/show/31463.Far_From_the_Madding_Crowd,Thomas Hardy,3.96,"17,826"
561,Are You My Mother?,https://goodreads.com/book/show/197084.Are_You_My_Mother_,P.D. Eastman,4.21,"17,702"
562,The Polar Express,https://goodreads.com/book/show/420282.The_Polar_Express,Chris Van Allsburg,4.32,"17,661"
563,"A Great and Terrible Beauty (Gemma Doyle, #1)",https://goodreads.com/book/show/3682.A_Great_and_Terrible_Beauty,Libba Bray,3.79,"17,643"
564,Sarah's Key,https://goodreads.com/book/show/556602.Sarah_s_Key,Tatiana de Rosnay,4.17,"17,514"
565,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",https://goodreads.com/book/show/6485421-the-mortal-instruments-boxed-set,Cassandra Clare,4.55,"17,491"
566,"Chocolat (Chocolat, #1)",https://goodreads.com/book/show/47401.Chocolat,Joanne Harris,3.96,"17,397"
567,The Left Hand of Darkness,https://goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,Ursula K. Le Guin,4.09,"17,391"
568,Much Ado About Nothing,https://goodreads.com/book/show/12957.Much_Ado_About_Nothing,William Shakespeare,4.06,"17,354"
569,Into Thin Air: A Personal Account of the Mount Everest Disaster,https://goodreads.com/book/show/1898.Into_Thin_Air,Jon Krakauer,4.23,"17,334"
570,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",https://goodreads.com/book/show/10194157-shadow-and-bone,Leigh Bardugo,3.94,"17,320"
571,"Halfway to the Grave (Night Huntress, #1)",https://goodreads.com/book/show/1421990.Halfway_to_the_Grave,Jeaniene Frost,4.13,"17,293"
572,A Monster Calls,https://goodreads.com/book/show/25480342-a-monster-calls,Patrick Ness,4.35,"17,273"
573,"The Summoning (Darkest Powers, #1)",https://goodreads.com/book/show/2800905-the-summoning,Kelley Armstrong,4.02,"17,272"
574,"Perfect Chemistry (Perfect Chemistry, #1)",https://goodreads.com/book/show/4268157-perfect-chemistry,Simone Elkeles,4.04,"17,248"
575,Just Listen,https://goodreads.com/book/show/51738.Just_Listen,Sarah Dessen,4.05,"17,210"
576,"Little House on the Prairie (Little House, #3)",https://goodreads.com/book/show/77767.Little_House_on_the_Prairie,Laura Ingalls Wilder,4.21,"17,204"
577,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,https://goodreads.com/book/show/49436.Three_Cups_of_Tea,Greg Mortenson,3.66,"17,036"
578,"The Darkest Minds (The Darkest Minds, #1)",https://goodreads.com/book/show/10576365-the-darkest-minds,Alexandra Bracken,4.16,"17,018"
579,"Angelfall (Penryn & the End of Days, #1)",https://goodreads.com/book/show/15863832-angelfall,Susan Ee,4.11,"16,981"
580,"The Red Pyramid (The Kane Chronicles, #1)",https://goodreads.com/book/show/7090447-the-red-pyramid,Rick Riordan,4.10,"16,933"
581,The Last Lecture,https://goodreads.com/book/show/40611510-the-last-lecture,Randy Pausch,4.26,"16,890"
582,"Silence (Hush, Hush, #3)",https://goodreads.com/book/show/10637766-silence,Becca Fitzpatrick,4.08,"16,889"
583,"The Horse and His Boy (Chronicles of Narnia, #5)",https://goodreads.com/book/show/84119.The_Horse_and_His_Boy,C.S. Lewis,3.91,"16,860"
584,Cutting for Stone,https://goodreads.com/book/show/3591262-cutting-for-stone,Abraham   Verghese,4.31,"16,820"
585,"Ishmael (Ishmael, #1)",https://goodreads.com/book/show/40611328-ishmael,Daniel Quinn,4.00,"16,819"
586,"Hyperion (Hyperion Cantos, #1)",https://goodreads.com/book/show/77566.Hyperion,Dan Simmons,4.26,"16,778"
587,The Truth About Forever,https://goodreads.com/book/show/51737.The_Truth_About_Forever,Sarah Dessen,4.12,"16,758"
588,"Du côté de chez Swann (À la recherche du temps perdu, #1)",https://goodreads.com/book/show/12749.Du_c_t_de_chez_Swann,Marcel Proust,4.14,"16,685"
589,Twelfth Night,https://goodreads.com/book/show/1625.Twelfth_Night,William Shakespeare,3.97,"16,677"
590,"Sabriel (Abhorsen,  #1)",https://goodreads.com/book/show/518848.Sabriel,Garth Nix,4.16,"16,668"
591,"Trainspotting (Mark Renton, #2)",https://goodreads.com/book/show/135836.Trainspotting,Irvine Welsh,4.10,"16,666"
592,I'll Give You the Sun,https://goodreads.com/book/show/20820994-i-ll-give-you-the-sun,Jandy Nelson,4.16,"16,663"
593,"Anne of Avonlea (Anne of Green Gables, #2)",https://goodreads.com/book/show/77390.Anne_of_Avonlea,L.M. Montgomery,4.22,"16,613"
594,Nine Stories,https://goodreads.com/book/show/4009.Nine_Stories,J.D. Salinger,4.18,"16,611"
595,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",https://goodreads.com/book/show/11408650-the-unbecoming-of-mara-dyer,Michelle Hodkin,4.02,"16,598"
596,Macbeth,https://goodreads.com/book/show/8852.Macbeth,William Shakespeare,3.90,"16,597"
597,"Little House in the Big Woods (Little House, #1)",https://goodreads.com/book/show/8337.Little_House_in_the_Big_Woods,Laura Ingalls Wilder,4.20,"16,520"
598,Lady Chatterley's Lover,https://goodreads.com/book/show/32049.Lady_Chatterley_s_Lover,D.H. Lawrence,3.50,"16,447"
599,"I Am Number Four (Lorien Legacies, #1)",https://goodreads.com/book/show/7747374-i-am-number-four,Pittacus Lore,3.94,"16,446"
600,"Words of Radiance (The Stormlight Archive, #2)",https://goodreads.com/book/show/17332218-words-of-radiance,Brandon Sanderson,4.76,"16,375"
601,The Westing Game,https://goodreads.com/book/show/902.The_Westing_Game,Ellen Raskin,4.00,"16,367"
602,"Dead to the World (Sookie Stackhouse, #4)",https://goodreads.com/book/show/140077.Dead_to_the_World,Charlaine Harris,4.12,"16,302"
603,"The Goose Girl (The Books of Bayern, #1)",https://goodreads.com/book/show/179064.The_Goose_Girl,Shannon Hale,4.13,"16,266"
604,"Cress (The Lunar Chronicles, #3)",https://goodreads.com/book/show/13206828-cress,Marissa Meyer,4.41,"16,235"
605,No Country for Old Men,https://goodreads.com/book/show/12497.No_Country_for_Old_Men,Cormac McCarthy,4.15,"16,232"
606,"Acheron (Dark-Hunter, #14)",https://goodreads.com/book/show/2299110.Acheron,Sherrilyn Kenyon,4.56,"16,206"
607,The Hours,https://goodreads.com/book/show/11899.The_Hours,Michael Cunningham,3.95,"16,152"
608,"The Bronze Horseman (The Bronze Horseman, #1)",https://goodreads.com/book/show/83144.The_Bronze_Horseman,Paullina Simons,4.30,"16,100"
609,I Capture the Castle,https://goodreads.com/book/show/31122.I_Capture_the_Castle,Dodie Smith,4.00,"16,077"
610,"You Are Special (Wemmicksville, #1)",https://goodreads.com/book/show/56728.You_Are_Special,Max Lucado,4.45,"15,985"
611,The Glass Menagerie,https://goodreads.com/book/show/92517.The_Glass_Menagerie,Tennessee Williams,3.73,"15,915"
612,"Empire of Storms (Throne of Glass, #5)",https://goodreads.com/book/show/28260587-empire-of-storms,Sarah J. Maas,4.60,"15,907"
613,Julius Caesar,https://goodreads.com/book/show/13006.Julius_Caesar,William Shakespeare,3.70,"15,892"
614,"Slammed (Slammed, #1)",https://goodreads.com/book/show/30333938-slammed,Colleen Hoover,4.18,"15,879"
615,Demian. Die Geschichte von Emil Sinclairs Jugend,https://goodreads.com/book/show/24861.Demian_Die_Geschichte_von_Emil_Sinclairs_Jugend,Hermann Hesse,4.14,"15,871"
616,The Zombie Room,https://goodreads.com/book/show/29908754-the-zombie-room,R.D. Ronald,3.75,"15,840"
617,"Drums of Autumn (Outlander, #4)",https://goodreads.com/book/show/40909452-drums-of-autumn,Diana Gabaldon,4.35,"15,791"
618,"Speaker for the Dead (Ender's Saga, #2)",https://goodreads.com/book/show/7967.Speaker_for_the_Dead,Orson Scott Card,4.09,"15,780"
619,The Art of War,https://goodreads.com/book/show/10534.The_Art_of_War,Sun Tzu,3.96,"15,740"
620,"P.S. I Love You (P.S. I Love You, #1)",https://goodreads.com/book/show/366522.P_S_I_Love_You,Cecelia Ahern,4.03,"15,738"
621,"The Last Unicorn (The Last Unicorn, #1)",https://goodreads.com/book/show/29127.The_Last_Unicorn,Peter S. Beagle,4.18,"15,692"
622,Cyrano de Bergerac,https://goodreads.com/book/show/15638.Cyrano_de_Bergerac,Edmond Rostand,4.06,"15,583"
623,We Need to Talk About Kevin,https://goodreads.com/book/show/80660.We_Need_to_Talk_About_Kevin,Lionel Shriver,4.08,"15,502"
624,"Scarlet (The Lunar Chronicles, #2)",https://goodreads.com/book/show/13206760-scarlet,Marissa Meyer,4.25,"15,460"
625,The Arabian Nights,https://goodreads.com/book/show/93101.The_Arabian_Nights,Anonymous,4.03,"15,417"
626,"World Without End (Kingsbridge, #2)",https://goodreads.com/book/show/5064.World_Without_End,Ken Follett,4.30,"15,314"
627,"Call Me By Your Name (Call Me By Your Name, #1)",https://goodreads.com/book/show/36336078-call-me-by-your-name,André Aciman,4.11,"15,233"
628,Interpreter of Maladies,https://goodreads.com/book/show/5439.Interpreter_of_Maladies,Jhumpa Lahiri,4.17,"15,185"
629,"Hunted (House of Night, #5)",https://goodreads.com/book/show/4134071-hunted,P.C. Cast,3.92,"15,183"
630,"The Talisman (The Talisman, #1)",https://goodreads.com/book/show/59219.The_Talisman,Stephen King,4.12,"15,174"
631,"The Bean Trees (Greer Family, #1)",https://goodreads.com/book/show/30868.The_Bean_Trees,Barbara Kingsolver,3.99,"14,995"
632,"The Silver Chair (Chronicles of Narnia, #4)",https://goodreads.com/book/show/65641.The_Silver_Chair,C.S. Lewis,3.95,"14,920"
633,"Wicked Lovely (Wicked Lovely, #1)",https://goodreads.com/book/show/305234.Wicked_Lovely,Melissa Marr,3.70,"14,889"
634,"A Dog's Purpose (A Dog's Purpose, #1)",https://goodreads.com/book/show/7723542-a-dog-s-purpose,W. Bruce Cameron,4.35,"14,763"
635,"A Wizard of Earthsea (Earthsea Cycle, #1)",https://goodreads.com/book/show/13642.A_Wizard_of_Earthsea,Ursula K. Le Guin,4.01,"14,723"
636,"The Knife of Never Letting Go (Chaos Walking, #1)",https://goodreads.com/book/show/20758104-the-knife-of-never-letting-go,Patrick Ness,3.97,"14,722"
637,Before I Fall,https://goodreads.com/book/show/6482837-before-i-fall,Lauren Oliver,3.89,"14,575"
638,All the King's Men,https://goodreads.com/book/show/5527.All_the_King_s_Men,Robert Penn Warren,4.09,"14,552"
639,"Lover Eternal (Black Dagger Brotherhood, #2)",https://goodreads.com/book/show/35729.Lover_Eternal,J.R. Ward,4.33,"14,548"
640,Invisible Monsters,https://goodreads.com/book/show/36236125-invisible-monsters,Chuck Palahniuk,4.00,"14,533"
641,The Merchant of Venice,https://goodreads.com/book/show/24128.The_Merchant_of_Venice,William Shakespeare,3.78,"14,528"
642,Sapiens: A Brief History of Humankind,https://goodreads.com/book/show/23692271-sapiens,Yuval Noah Harari,4.37,"14,526"
643,A Brief History of Time,https://goodreads.com/book/show/3869.A_Brief_History_of_Time,Stephen Hawking,4.21,"14,460"
644,"The Secret (The Secret, #1)",https://goodreads.com/book/show/52529.The_Secret,Rhonda Byrne,3.73,"14,448"
645,One Day in the Life of Ivan Denisovich,https://goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,Aleksandr Solzhenitsyn,3.98,"14,395"
646,Gravity's Rainbow,https://goodreads.com/book/show/415.Gravity_s_Rainbow,Thomas Pynchon,4.00,"14,391"
647,"Unravel Me (Shatter Me, #2)",https://goodreads.com/book/show/13104080-unravel-me,Tahereh Mafi,4.15,"14,376"
648,"Inheritance (The Inheritance Cycle, #4)",https://goodreads.com/book/show/7664041-inheritance,Christopher Paolini,4.13,"14,352"
649,"The Lies of Locke Lamora (Gentleman Bastard, #1)",https://goodreads.com/book/show/29588376-the-lies-of-locke-lamora,Scott Lynch,4.30,"14,318"
650,The Yellow Wallpaper and Other Stories,https://goodreads.com/book/show/99300.The_Yellow_Wallpaper_and_Other_Stories,Charlotte Perkins Gilman,4.05,"14,299"
651,"The Queen of the Damned (The Vampire Chronicles, #3)",https://goodreads.com/book/show/43758.The_Queen_of_the_Damned,Anne Rice,3.91,"14,288"
652,"Inferno (Robert Langdon, #4)",https://goodreads.com/book/show/17212231-inferno,Dan Brown,3.88,"14,270"
653,"The Inheritance Games (The Inheritance Games, #1)",https://goodreads.com/book/show/52439531-the-inheritance-games,Jennifer Lynn Barnes,4.19,"14,210"
654,"Carry On (Simon Snow, #1)",https://goodreads.com/book/show/32768522-carry-on,Rainbow Rowell,4.18,"14,159"
655,Peace Like a River,https://goodreads.com/book/show/227571.Peace_Like_a_River,Leif Enger,4.00,"14,155"
656,"Prince Caspian (Chronicles of Narnia, #2)",https://goodreads.com/book/show/121749.Prince_Caspian,C.S. Lewis,3.98,"14,153"
657,"1Q84 (1Q84, #1-3)",https://goodreads.com/book/show/10357575-1q84,Haruki Murakami,3.94,"14,144"
658,"The Eyre Affair (Thursday Next, #1)",https://goodreads.com/book/show/27003.The_Eyre_Affair,Jasper Fforde,3.88,"14,120"
659,"The Scorch Trials (The Maze Runner, #2)",https://goodreads.com/book/show/7631105-the-scorch-trials,James Dashner,3.90,"14,104"
660,I Am Legend and Other Stories,https://goodreads.com/book/show/547094.I_Am_Legend_and_Other_Stories,Richard Matheson,4.00,"14,049"
