,Title,Link,Author,Rating,Score
882,"The Well of Ascension (Mistborn, #2)",https://goodreads.com/book/show/68429.The_Well_of_Ascension,Brandon Sanderson,4.38,"9,057"
883,Shakespeare's Sonnets,https://goodreads.com/book/show/42038.Shakespeare_s_Sonnets,William Shakespeare,4.25,"9,053"
884,"Reflected in You (Crossfire, #2)",https://goodreads.com/book/show/13596809-reflected-in-you,Sylvia Day,4.30,"9,037"
885,"The House in the Cerulean Sea (The House in the Cerulean Sea, #1)",https://goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,T.J. Klune,4.42,"9,029"
886,The Sorrows of Young Werther,https://goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther,Johann Wolfgang von Goethe,3.69,"9,009"
887,"A Study in Scarlet (Sherlock Holmes, #1)",https://goodreads.com/book/show/102868.A_Study_in_Scarlet,Arthur Conan Doyle,4.14,"8,992"
888,Where the Heart Is,https://goodreads.com/book/show/5168.Where_the_Heart_Is,Billie Letts,4.03,"8,967"
889,The Gargoyle,https://goodreads.com/book/show/2595138-the-gargoyle,Andrew  Davidson,3.96,"8,964"
890,The 5 Love Languages: The Secret to Love that Lasts,https://goodreads.com/book/show/23878688-the-5-love-languages,Gary Chapman,4.27,"8,960"
891,We,https://goodreads.com/book/show/76171.We,Yevgeny Zamyatin,3.89,"8,953"
892,"Dead as a Doornail (Sookie Stackhouse, #5)",https://goodreads.com/book/show/170210.Dead_as_a_Doornail,Charlaine Harris,4.00,"8,938"
893,A Million Little Pieces,https://goodreads.com/book/show/1241.A_Million_Little_Pieces,James Frey,3.68,"8,923"
894,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",https://goodreads.com/book/show/30281.Guilty_Pleasures,Laurell K. Hamilton,4.02,"8,901"
895,A Moveable Feast,https://goodreads.com/book/show/4631.A_Moveable_Feast,Ernest Hemingway,4.02,"8,856"
896,"One Foot in the Grave (Night Huntress, #2)",https://goodreads.com/book/show/2168860.One_Foot_in_the_Grave,Jeaniene Frost,4.29,"8,854"
897,A Connecticut Yankee in King Arthur's Court,https://goodreads.com/book/show/162898.A_Connecticut_Yankee_in_King_Arthur_s_Court,Mark Twain,3.77,"8,852"
898,The Pact,https://goodreads.com/book/show/10916.The_Pact,Jodi Picoult,4.03,"8,825"
899,"Definitely Dead (Sookie Stackhouse, #6)",https://goodreads.com/book/show/140079.Definitely_Dead,Charlaine Harris,4.01,"8,816"
900,"The City of Ember (Book of Ember, #1)",https://goodreads.com/book/show/307791.The_City_of_Ember,Jeanne DuPrau,3.89,"8,781"
901,Christy,https://goodreads.com/book/show/35879889-christy,Catherine Marshall,4.24,"8,774"
902,"Lover Mine (Black Dagger Brotherhood, #8)",https://goodreads.com/book/show/7046495-lover-mine,J.R. Ward,4.39,"8,766"
903,Journey to the End of the Night,https://goodreads.com/book/show/12395.Journey_to_the_End_of_the_Night,Louis-Ferdinand Céline,4.20,"8,752"
904,"The Golden Lily (Bloodlines, #2)",https://goodreads.com/book/show/8709523-the-golden-lily,Richelle Mead,4.31,"8,711"
905,The Bonfire of the Vanities,https://goodreads.com/book/show/2666.The_Bonfire_of_the_Vanities,Tom Wolfe,3.89,"8,700"
906,"Opal (Lux, #3)",https://goodreads.com/book/show/13362536-opal,Jennifer L. Armentrout,4.25,"8,694"
907,"Crank (Crank, #1)",https://goodreads.com/book/show/270730.Crank,Ellen Hopkins,4.16,"8,690"
908,The Runaway Jury,https://goodreads.com/book/show/24192.The_Runaway_Jury,John Grisham,4.02,"8,665"
909,"Burned (House of Night, #7)",https://goodreads.com/book/show/6917952-burned,P.C. Cast,3.97,"8,663"
910,Childhood's End,https://goodreads.com/book/show/414999.Childhood_s_End,Arthur C. Clarke,4.12,"8,656"
911,The Fountainhead,https://goodreads.com/book/show/2122.The_Fountainhead,Ayn Rand,3.88,"8,644"
912,The Story of Edgar Sawtelle,https://goodreads.com/book/show/2731276-the-story-of-edgar-sawtelle,David Wroblewski,3.64,"8,630"
913,Deception Point,https://goodreads.com/book/show/976.Deception_Point,Dan Brown,3.75,"8,630"
914,If We Were Villains,https://goodreads.com/book/show/30319086-if-we-were-villains,M.L. Rio,4.19,"8,629"
915,"Pandemonium (Delirium, #2)",https://goodreads.com/book/show/9593911-pandemonium,Lauren Oliver,4.03,"8,620"
916,Keeper of the Lost Cities,https://goodreads.com/book/show/12842828-keeper-of-the-lost-cities,Shannon Messenger,4.42,"8,620"
917,Between Shades of Gray,https://goodreads.com/book/show/7824322-between-shades-of-gray,Ruta Sepetys,4.37,"8,608"
918,Still Life with Woodpecker,https://goodreads.com/book/show/9566.Still_Life_with_Woodpecker,Tom Robbins,4.03,"8,565"
919,The Lucky One,https://goodreads.com/book/show/3063499-the-lucky-one,Nicholas Sparks,4.12,"8,521"
920,Beach Music,https://goodreads.com/book/show/16729.Beach_Music,Pat Conroy,4.18,"8,518"
921,A Room of One’s Own,https://goodreads.com/book/show/18521.A_Room_of_One_s_Own,Virginia Woolf,4.21,"8,502"
922,Stoner,https://goodreads.com/book/show/166997.Stoner,John  Williams,4.33,"8,471"
923,Valley of the Dolls,https://goodreads.com/book/show/581811.Valley_of_the_Dolls,Jacqueline Susann,3.82,"8,440"
924,"Night World, No. 1 (Night World, #1-3)",https://goodreads.com/book/show/3099787-night-world-no-1,L.J. Smith,4.06,"8,432"
925,Safe Haven,https://goodreads.com/book/show/40603730-safe-haven,Nicholas Sparks,4.21,"8,413"
926,"The Amulet of Samarkand (Bartimaeus, #1)",https://goodreads.com/book/show/334123.The_Amulet_of_Samarkand,Jonathan Stroud,4.03,"8,397"
927,"Onyx (Lux, #2)",https://goodreads.com/book/show/13047090-onyx,Jennifer L. Armentrout,4.24,"8,396"
928,Sometimes a Great Notion,https://goodreads.com/book/show/529626.Sometimes_a_Great_Notion,Ken Kesey,4.25,"8,391"
929,The Brief Wondrous Life of Oscar Wao,https://goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,Junot Díaz,3.89,"8,387"
930,How Green Was My Valley,https://goodreads.com/book/show/40496.How_Green_Was_My_Valley,Richard Llewellyn,4.20,"8,371"
931,"Easy (Contours of the Heart, #1)",https://goodreads.com/book/show/16056408-easy,Tammara Webber,4.08,"8,346"
932,Turtles All the Way Down,https://goodreads.com/book/show/35504431-turtles-all-the-way-down,John Green,3.89,"8,346"
933,The Poetry of Robert Frost,https://goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost,Robert Frost,4.24,"8,330"
934,The Turn of the Screw,https://goodreads.com/book/show/12948.The_Turn_of_the_Screw,Henry James,3.39,"8,317"
935,The House of Mirth,https://goodreads.com/book/show/17728.The_House_of_Mirth,Edith Wharton,3.96,"8,258"
936,"The Wedding (The Notebook, #2)",https://goodreads.com/book/show/3466.The_Wedding,Nicholas Sparks,3.99,"8,256"
937,"From Dead to Worse (Sookie Stackhouse, #8)",https://goodreads.com/book/show/2233407.From_Dead_to_Worse,Charlaine Harris,4.01,"8,241"
938,"Scythe (Arc of a Scythe, #1)",https://goodreads.com/book/show/28954189-scythe,Neal Shusterman,4.33,"8,233"
939,"Lady Midnight (The Dark Artifices, #1)",https://goodreads.com/book/show/25494343-lady-midnight,Cassandra Clare,4.37,"8,218"
940,"Thoughtless (Thoughtless, #1)",https://goodreads.com/book/show/13517535-thoughtless,S.C. Stephens,4.09,"8,216"
941,Beauty: A Retelling of the Story of Beauty and the Beast,https://goodreads.com/book/show/41424.Beauty,Robin McKinley,4.05,"8,185"
942,"Will Grayson, Will Grayson",https://goodreads.com/book/show/6567017-will-grayson-will-grayson,John Green,3.71,"8,180"
943,"Passion (Fallen, #3)",https://goodreads.com/book/show/9369720-passion,Lauren Kate,3.86,"8,161"
944,The Dead Zone,https://goodreads.com/book/show/11573.The_Dead_Zone,Stephen King,3.96,"8,155"
945,"Wizard and Glass (The Dark Tower, #4)",https://goodreads.com/book/show/5096.Wizard_and_Glass,Stephen King,4.26,"8,152"
946,On the Beach,https://goodreads.com/book/show/38180.On_the_Beach,Nevil Shute,3.96,"8,148"
947,The Complete Persepolis,https://goodreads.com/book/show/991197.The_Complete_Persepolis,Marjane Satrapi,4.39,"8,141"
948,"All Together Dead (Sookie Stackhouse, #7)",https://goodreads.com/book/show/140075.All_Together_Dead,Charlaine Harris,4.05,"8,121"
949,Thus Spoke Zarathustra,https://goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,Friedrich Nietzsche,4.07,"8,117"
950,"Roll of Thunder, Hear My Cry (Logans, #4)",https://goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry,Mildred D. Taylor,3.88,"8,094"
951,Becoming,https://goodreads.com/book/show/38746485-becoming,Michelle Obama,4.47,"8,088"
952,"Dead and Gone (Sookie Stackhouse, #9)",https://goodreads.com/book/show/5161066-dead-and-gone,Charlaine Harris,4.02,"8,073"
953,This Lullaby,https://goodreads.com/book/show/22205.This_Lullaby,Sarah Dessen,4.02,"8,045"
954,The Bhagavad Gita,https://goodreads.com/book/show/99944.The_Bhagavad_Gita,Krishna-Dwaipayana Vyasa,4.17,"8,032"
955,"The Ruins of Gorlan (Ranger's Apprentice, #1)",https://goodreads.com/book/show/60400.The_Ruins_of_Gorlan,John Flanagan,4.24,"8,012"
956,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",https://goodreads.com/book/show/40605329-the-mysterious-benedict-society,Trenton Lee Stewart,4.20,"8,008"
957,Light in August,https://goodreads.com/book/show/10979.Light_in_August,William Faulkner,3.94,"8,002"
958,"Hatchet (Brian's Saga, #1)",https://goodreads.com/book/show/50.Hatchet,Gary Paulsen,3.77,"7,992"
959,"The Monarch's Ring (The Lost Artefacts, #2)",https://goodreads.com/book/show/60425483-the-monarch-s-ring,Johnathon Nicolaou,4.49,"7,988"
960,The Dispossessed: An Ambiguous Utopia,https://goodreads.com/book/show/13651.The_Dispossessed,Ursula K. Le Guin,4.24,"7,985"
961,White Noise,https://goodreads.com/book/show/28251250-white-noise,Don DeLillo,3.86,"7,980"
962,"Bitten (Otherworld, #1)",https://goodreads.com/book/show/11918.Bitten,Kelley Armstrong,4.02,"7,973"
963,Animal Farm / 1984,https://goodreads.com/book/show/5472.Animal_Farm_1984,George Orwell,4.30,"7,970"
964,"Redwall (Redwall, #1)",https://goodreads.com/book/show/7996.Redwall,Brian Jacques,4.13,"7,964"
965,The Immortal Life of Henrietta Lacks,https://goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,Rebecca Skloot,4.11,"7,926"
966,"Breaking Dawn (The Twilight Saga, #4)",https://goodreads.com/book/show/1162543.Breaking_Dawn,Stephenie Meyer,3.73,"7,907"
967,"Faefever (Fever, #3)",https://goodreads.com/book/show/2702704-faefever,Karen Marie Moning,4.29,"7,896"
968,Helter Skelter: The True Story of the Manson Murders,https://goodreads.com/book/show/105992.Helter_Skelter,Vincent Bugliosi,4.06,"7,884"
969,"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Eight Political Wives",https://goodreads.com/book/show/58524608-why-they-stay,Anne  Michaud,4.30,"7,859"
970,"Fourth Wing (The Empyrean, #1)",https://goodreads.com/book/show/61431922-fourth-wing,Rebecca Yarros,4.63,"7,856"
971,Disgrace,https://goodreads.com/book/show/6192.Disgrace,J.M. Coetzee,3.85,"7,821"
972,Silas Marner,https://goodreads.com/book/show/54539.Silas_Marner,George Eliot,3.68,"7,820"
973,The Rime of the Ancient Mariner,https://goodreads.com/book/show/732562.The_Rime_of_the_Ancient_Mariner,Samuel Taylor Coleridge,3.96,"7,798"
974,"Tiger's Curse (The Tiger Saga, #1)",https://goodreads.com/book/show/9284655-tiger-s-curse,Colleen Houck,4.05,"7,778"
975,"God Is the Cure, Love Is the Answer: A Memoir",https://goodreads.com/book/show/64653012-god-is-the-cure-love-is-the-answer,Aimee Cabo Nikolov,4.29,"7,778"
976,"Fantasy Lover (Hunter Legends, #1)",https://goodreads.com/book/show/84136.Fantasy_Lover,Sherrilyn Kenyon,4.15,"7,767"
977,"Wings (Wings, #1)",https://goodreads.com/book/show/5056084-wings,Aprilynne Pike,3.76,"7,761"
978,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",https://goodreads.com/book/show/395871.The_Awakening_The_Struggle,L.J. Smith,3.68,"7,760"
979,The Story of Ferdinand,https://goodreads.com/book/show/773951.The_Story_of_Ferdinand,Munro Leaf,4.36,"7,743"
980,"The Drawing of the Three (The Dark Tower, #2)",https://goodreads.com/book/show/5094.The_Drawing_of_the_Three,Stephen King,4.23,"7,693"
981,The Midnight Library,https://goodreads.com/book/show/52578297-the-midnight-library,Matt Haig,4.01,"7,673"
982,"Death Leaves a Shadow (Marlowe Black Mystery, #2)",https://goodreads.com/book/show/54183020-death-leaves-a-shadow,Gabriel F.W. Koch,4.30,"7,647"
983,Heartless,https://goodreads.com/book/show/18584855-heartless,Marissa Meyer,4.09,"7,646"
984,The Taming of the Shrew,https://goodreads.com/book/show/47021.The_Taming_of_the_Shrew,William Shakespeare,3.76,"7,643"
985,"All the Pretty Horses (The Border Trilogy, #1)",https://goodreads.com/book/show/469571.All_the_Pretty_Horses,Cormac McCarthy,4.03,"7,633"
986,The Maltese Falcon,https://goodreads.com/book/show/29999.The_Maltese_Falcon,Dashiell Hammett,3.88,"7,629"
987,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",https://goodreads.com/book/show/348225.These_Is_My_Words,Nancy E. Turner,4.35,"7,625"
988,The Far Pavilions,https://goodreads.com/book/show/10222.The_Far_Pavilions,M.M. Kaye,4.20,"7,618"
989,گم شده ای در مه,https://goodreads.com/book/show/40941582,سید مرتضی مصطفوی,3.79,"7,587"
990,The Horse Whisperer,https://goodreads.com/book/show/479415.The_Horse_Whisperer,Nicholas Evans,3.84,"7,583"
991,"Red Dragon (Hannibal Lecter, #1)",https://goodreads.com/book/show/28877.Red_Dragon,Thomas  Harris,4.05,"7,572"
992,"Every Day (Every Day, #1)",https://goodreads.com/book/show/13262783-every-day,David Levithan,3.90,"7,530"
993,The Guardian,https://goodreads.com/book/show/15925.The_Guardian,Nicholas Sparks,4.16,"7,526"
994,"Hogfather (Discworld, #20; Death, #4)",https://goodreads.com/book/show/34532.Hogfather,Terry Pratchett,4.25,"7,521"
995,"Everything, Everything",https://goodreads.com/book/show/18692431-everything-everything,Nicola Yoon,3.98,"7,516"
996,Requiem for a Dream,https://goodreads.com/book/show/46945.Requiem_for_a_Dream,Hubert Selby Jr.,4.10,"7,478"
997,The Collector,https://goodreads.com/book/show/243705.The_Collector,John Fowles,3.98,"7,478"
998,A Doll's House,https://goodreads.com/book/show/37793.A_Doll_s_House,Henrik Ibsen,3.76,"7,474"
999,Songs of Innocence and of Experience,https://goodreads.com/book/show/171547.Songs_of_Innocence_and_of_Experience,William Blake,4.09,"7,463"
